Submission ID,Track,Keywords,Contributions,Languages
3765,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment|approaches for low-resource settings,
3768,Machine Translation,biases|modelling|multimodality,nlp engineering experiment|model analysis & interpretability,
3769,Computational Social Science and Cultural Analytics,human behavior analysis|sociolinguistics,data analysis,
3773,Resources and Evaluation,corpus creation|language resources|nlp datasets|datasets for low resource languages,publicly available software and pre-trained models|data resources,turkish
3774,Summarization,long-form summarization,data resources,
3780,Information Extraction,named entity recognition and relation extraction,approaches for low-resource settings|data analysis,
3782,Semantics: Lexical,lexical semantic change,publicly available software and pre-trained models,
3784,Machine Translation,automatic evaluation,model analysis & interpretability|publicly available software and pre-trained models,
3786,Large Language Models,prompting|robustness,nlp engineering experiment|model analysis & interpretability,
3788,Dialogue and Interactive Systems,embodied agents,model analysis & interpretability|data analysis|theory,
3791,Semantics: Lexical,multi-word expressions|metaphor,nlp engineering experiment|approaches for low-resource settings,
3794,Generation,efficient models,"approaches for low-compute settings, efficiency",
3796,Large Language Models,prompting|scaling,model analysis & interpretability,
3799,Resources and Evaluation,datasets for low resource languages,data resources,bemba
3802,Information Extraction,named entity recognition and relation extraction,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|publicly available software and pre-trained models,
3809,Machine Translation,modelling,nlp engineering experiment,
3810,NLP Applications,knowledge graphs,nlp engineering experiment,chinese
3813,"Syntax: Tagging, Chunking, and Parsing",dependency parsing|constituency parsing,nlp engineering experiment|model analysis & interpretability,
3824,Resources and Evaluation,corpus creation|benchmarking|language resources|multilingual corpora|nlp datasets|datasets for low resource languages,data resources|data analysis,hausa
3828,Semantics: Lexical,lexical semantic change,nlp engineering experiment|model analysis & interpretability,
3832,Linguistic Diversity,less-resourced languages|resources for less-resourced languages,approaches for low-resource settings|data resources,acehnese|moroccan arabic|egyptian arabic|bambara|balinese|bhojpuri|banjar|buginese|crimean tatar|southwestern dinka|dzongkha|friulian|nigerian fulfulde|guarani|chhattisgarhi|kashmiri|central kanuri|ligurian|limburgish|lombard|latgalian|magahi|meitei|maori|nuer|dari|southern pashto|sicilian|shan|sardinian|silesian|tamasheq|central atlas tamazight|venetian
3833,Summarization,evaluation,nlp engineering experiment|data resources|data analysis,
3836,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment,
3841,Machine Translation,switch-code translation,data analysis,vietnamese
3843,Theme Track: Reality Check,evaluation|negative results,nlp engineering experiment,
3845,Multilingualism and Cross-Lingual NLP,cross-lingual transfer,nlp engineering experiment|approaches for low-resource settings,
3847,"Semantics: Sentence-level Semantics, Textual Inference, and Other Areas",textual entailment|natural language inference,"nlp engineering experiment|approaches for low-compute settings, efficiency|approaches for low-resource settings|publicly available software and pre-trained models",
3849,Theme Track: Reality Check,(non-)reproducibility|evaluation|methodology,"model analysis & interpretability|approaches for low-compute settings, efficiency|position papers",
3852,Dialogue and Interactive Systems,conversational modeling,surveys,
3853,NLP Applications,"fact checking, rumour/misinformation detection",approaches for low-resource settings,
3857,Generation,text-to-text generation,nlp engineering experiment|model analysis & interpretability,
3859,Machine Learning for NLP,generalization,model analysis & interpretability,
3860,Interpretability and Analysis of Models for NLP,topic modeling,nlp engineering experiment|model analysis & interpretability,
3864,Theme Track: Reality Check,lessons from deployment,model analysis & interpretability,
3866,Speech and Multimodality,spoken language understanding,approaches for low-resource settings|publicly available software and pre-trained models|data resources|data analysis,
3868,Resources and Evaluation,benchmarking|evaluation methodologies,nlp engineering experiment|model analysis & interpretability,
3876,Semantics: Lexical,polysemy|lexical semantic change|word embeddings|interpretability,nlp engineering experiment|publicly available software and pre-trained models|data analysis,
3878,Interpretability and Analysis of Models for NLP,topic modeling,nlp engineering experiment|publicly available software and pre-trained models|data analysis,
3880,Resources and Evaluation,metrics,nlp engineering experiment,
3883,Large Language Models,pre-training|prompting,nlp engineering experiment|publicly available software and pre-trained models,
3888,Interpretability and Analysis of Models for NLP,human-subject application-grounded evaluations,model analysis & interpretability,
3890,Machine Translation,automatic evaluation|human evaluation,data resources|data analysis,chinese
3893,Ethics and NLP,data ethics,model analysis & interpretability|data analysis,
3895,Multilingualism and Cross-Lingual NLP,cross-lingual transfer|mutlilingual representations,nlp engineering experiment|approaches for low-resource settings,
3900,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment,
3903,Information Extraction,named entity recognition and relation extraction|multilingual extraction,nlp engineering experiment|publicly available software and pre-trained models|data resources,
3907,Interpretability and Analysis of Models for NLP,adversarial attacks/examples/training,nlp engineering experiment|model analysis & interpretability|theory,
3908,Large Language Models,prompting|fine-tuning,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|data resources,
3909,Resources and Evaluation,nlp datasets,model analysis & interpretability|data resources|data analysis,
3911,Interpretability and Analysis of Models for NLP,probing,model analysis & interpretability,
3912,Ethics and NLP,ethical considerations in nlp applications,model analysis & interpretability,
3913,Generation,inference methods,model analysis & interpretability|approaches for low-resource settings,
3917,Computational Social Science and Cultural Analytics,nlp tools for social analysis,data resources,
3919,Ethics and NLP,ethical considerations in nlp applications,nlp engineering experiment,
3921,Question Answering,semantic parsing,nlp engineering experiment,
3923,Computational Social Science and Cultural Analytics,nlp tools for social analysis,nlp engineering experiment,
3924,NLP Applications,"educational applications, gec, essay scoring",nlp engineering experiment|approaches for low-resource settings|publicly available software and pre-trained models|data resources|data analysis,icelandic
3926,Theme Track: Reality Check,evaluation|methodology|ai hype & expectations|lessons from other fields,position papers|surveys,
3928,Information Extraction,zero/few-shot extraction,nlp engineering experiment|model analysis & interpretability|approaches for low-resource settings|publicly available software and pre-trained models,
3930,Dialogue and Interactive Systems,multilingual / low resource,nlp engineering experiment,
3938,Multilingualism and Cross-Lingual NLP,multilingual pre-training,publicly available software and pre-trained models|data resources,hundereds of low-resource languages
